รหัสพัสดุ,รายละเอียดพัสดุ,"หน่วย
นับ",ราคากลาง,ประเภท,ใช้ในงานแก้ไฟ
1040030104,ฟิวส์ลิงค์ 33 เควี 8 แอมป์ EEI-NEMA แบบ K,EA,112,พัสดุรอง,ใช้
1040030105,ฟิวส์ลิงค์ 33 เควี 10 แอมป์ EEI-NEMA แบบ K,EA,123,พัสดุรอง,ใช้
1040030106,ฟิวส์ลิงค์ 33 เควี 15 แอมป์ EEI-NEMA แบบ K,EA,123,พัสดุรอง,ใช้
1040030107,ฟิวส์ลิงค์ 33 เควี 20 แอมป์ EEI-NEMA แบบ K,EA,155,พัสดุรอง,ใช้
1040030108,ฟิวส์ลิงค์ 33 เควี 25 แอมป์ EEI-NEMA แบบ K,EA,155,พัสดุรอง,ใช้
1040030109,ฟิวส์ลิงค์ 33 เควี 30 แอมป์ EEI-NEMA แบบ K,EA,157,พัสดุรอง,ใช้
1040030110,ฟิวส์ลิงค์ 33 เควี 40 แอมป์ EEI-NEMA แบบ K,EA,157,พัสดุรอง,ใช้
1040080300,ที่แขวนรีโคลสเซอร์กับเสาคู่,EA,"28,570.00",พัสดุรอง,ใช้
1040080302,ชุดควบคุมอัตโนมัติ สำหรับรีโคลสเซอร์แบบอิเล็กทรอนิกส์,EA,"167,400.00",พัสดุรอง,ใช้
1050100002,เหล็กแขวนท่อ พีวีซี.,EA,40.7,พัสดุรอง,ใช้
1050100003,เหล็กจับขอบถังหม้อแปลง สำหรับยึดสายแรงต่ำ,EA,53,พัสดุรอง,ใช้
1050110001,ที่แขวนคาปาซิเตอร์ 11-33 เควี 1x6 ชุด,EA,"2,699.00",พัสดุรอง,ใช้
1060020007,"วีที 1 เฟส ใช้นอกอาคาร เรโช 22,000/110 โวลท์ คลาส 0.5,50 วีเอ",EA,"13,780.00",พัสดุรอง,ใช้
1060020105,"วีที 1 เฟส ใช้นอกอาคาร เรโช 33,000/110 โวลท์ คลาส 0.5, 50 วีเอ",EA,"17,140.00",พัสดุรอง,ใช้
1060030003,"ซีที แรงต่ำ 500 โวลท์ เรโช 250/5 แอมป์ คลาส 0.5, 5 วีเอ",EA,578,พัสดุรอง,ใช้
1060030005,"ซีที แรงต่ำ 500 โวลท์ เรโช 400/5 แอมป์ คลาส 0.5, 5 วีเอ",EA,646,พัสดุรอง,ใช้
1060030100,"ซีที แรงต่ำใช้นอกอาคาร 500 โวลท์ เรโช 150/5 แอมป์ คลาส 0.5, 5 วีเอ",EA,651,พัสดุรอง,ใช้
1060040019,"ซีที ใช้นอกอาคาร 22 เควี เรโช 10/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,440.00",พัสดุรอง,ใช้
1060040020,"ซีที ใช้นอกอาคาร 22 เควี เรโช 20/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,450.00",พัสดุรอง,ใช้
1060040021,"ซีที ใช้นอกอาคาร 22 เควี เรโช 30/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,460.00",พัสดุรอง,ใช้
1060040022,"ซีที ใช้นอกอาคาร 22 เควี เรโช 50/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,480.00",พัสดุรอง,ใช้
1060040023,"ซีที ใช้นอกอาคาร 22 เควี เรโช 75/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,560.00",พัสดุรอง,ใช้
1060040024,"ซีที ใช้นอกอาคาร 22 เควี เรโช 100/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,600.00",พัสดุรอง,ใช้
1060040025,"ซีที ใช้นอกอาคาร 22 เควี เรโช 150/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,780.00",พัสดุรอง,ใช้
1060040026,"ซีที ใช้นอกอาคาร 22 เควี เรโช 200/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"10,910.00",พัสดุรอง,ใช้
1060040027,"ซีที ใช้นอกอาคาร 22 เควี เรโช 300/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"11,140.00",พัสดุรอง,ใช้
1060040028,"ซีที ใช้นอกอาคาร 22 เควี เรโช 400/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"11,370.00",พัสดุรอง,ใช้
1060040029,"ซีที ใช้นอกอาคาร 22 เควี เรโช 500/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"11,660.00",พัสดุรอง,ใช้
1060040030,"ซีที ใช้นอกอาคาร 22 เควี เรโช 600/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"11,890.00",พัสดุรอง,ใช้
1060040112,"ซีที ใช้นอกอาคาร 33 เควี เรโช 10/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,690.00",พัสดุรอง,ใช้
1060040113,"ซีที ใช้นอกอาคาร 33 เควี เรโช 20/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,700.00",พัสดุรอง,ใช้
1060040114,"ซีที ใช้นอกอาคาร 33 เควี เรโช 30/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,700.00",พัสดุรอง,ใช้
1060040115,"ซีที ใช้นอกอาคาร 33 เควี เรโช 50/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,710.00",พัสดุรอง,ใช้
1060040116,"ซีที ใช้นอกอาคาร 33 เควี เรโช 75/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,740.00",พัสดุรอง,ใช้
1060040117,"ซีที ใช้นอกอาคาร 33 เควี เรโช 100/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,760.00",พัสดุรอง,ใช้
1060040118,"ซีที ใช้นอกอาคาร 33 เควี เรโช 150/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,810.00",พัสดุรอง,ใช้
1060040119,"ซีที ใช้นอกอาคาร 33 เควี เรโช 200/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"15,840.00",พัสดุรอง,ใช้
1060040120,"ซีที ใช้นอกอาคาร 33 เควี เรโช 300/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"16,640.00",พัสดุรอง,ใช้
1060040121,"ซีที ใช้นอกอาคาร 33 เควี เรโช 400/5 แอมป์ คลาส 0.5, 30 วีเอ",EA,"16,740.00",พัสดุรอง,ใช้
1060100000,"CABLE PLATE, SIZE 2X20X20 CM.",EA,31.8,พัสดุรอง,ใช้
1060100001,"METER PLATE, SIZE 2X20X60 CM.",EA,95.3,พัสดุรอง,ใช้
1060100002,"METER PLATE, SIZE 2X20X120 CM.",EA,191,พัสดุรอง,ใช้
1060100008,ตู้สำหรับมิเตอร์พร้อม ซีที.แรงต่ำ,EA,891,พัสดุรอง,ใช้
1060100014,แผ่นอลูมิเนียม ขนาด 0.5 x 15 x 100 มม.,EA,0.63,พัสดุรอง,ใช้
1060100020,"AL. CABINET, O/D 3P WATTHOUR&TOU METER",EA,"1,214.00",พัสดุรอง,ใช้
1060100021,ลวดร้อยตราตะกั่ว,M,2.45,พัสดุรอง,ใช้
1060100022,SEALING LEAD FOR WATTHOUR METER,KG,252,พัสดุรอง,ใช้
1080040001,"ท่อพีวีซีแข็ง ขนาด 20x2,500 มม. มอก.216",EA,22.8,พัสดุรอง,ใช้
1080040003,"ท่อพีวีซีแข็ง ขนาด 65x1,000 มม. มอก.216",EA,58.5,พัสดุรอง,ใช้
1080040005,"ท่อพีวีซีแข็ง ขนาด 20x2,000 มม. มอก.216",EA,19.5,พัสดุรอง,ใช้
1080040006,ท่อพีวีซีแข็ง ขนาด 40x200 มม. มอก.216,EA,8.68,พัสดุรอง,ใช้
